0.000000000000000000e+00 -1.236489273636677544e-02 -4.166868374443109813e-02 3.786904736399715476e-02 1.097995093677855277e-02 -7.834317266157849596e-03 2.425894444266859466e-03 1.580364845641098713e-03 5.449786084677035215e-03 -5.897596343420154685e-04
1.000000000000000056e-01 2.581724234449430527e-02 -8.401493440201203075e-03 5.392251194640568235e-02 9.085837128938229271e-03 5.363756508300955919e-03 -1.447019045351758543e-02 -1.238579336748484722e-02 -1.199279576577920274e-02 -9.851986970904091576e-03
2.000000000000000111e-01 -1.487234369322871230e-01 -6.327614638436259223e-03 3.894699747484042796e-02 -2.401064175736043402e-02 -1.023853770142305747e-02 -1.219640231744963110e-02 -1.709190839643285123e-02 -1.746556977945070560e-02 -1.516815404749084079e-02
3.000000000000000444e-01 -1.948359524298572953e-01 -3.736732723267308098e-02 -3.993803916660924880e-02 -1.487201903869361623e-02 -8.077776232107933621e-03 -1.501642318118882879e-02 -2.076949357005340724e-02 -2.184561357183061395e-02 -1.904534845432721835e-02
4.000000000000000222e-01 -1.678815183186521953e-01 1.432678203022810445e-02 -2.001170726137548039e-02 6.692442446207137047e-03 -3.034675204558428749e-02 -2.648999574593911138e-02 -1.530151897068874819e-02 -2.206138623564583845e-02 -2.155778115898627015e-02
5.000000000000000000e-01 -4.355841113238487217e-02 1.696455418460474096e-03 -1.218732347006602421e-02 -1.597710133540461430e-02 -3.855098215764803105e-03 -2.304398479904377212e-02 -1.356050156726735373e-02 -2.183960228966138478e-02 -1.981665126074554778e-02
6.000000000000000888e-01 -6.957866436807130794e-02 5.093921905146170381e-02 -6.235442140114851040e-02 -5.953721958629587530e-02 -1.555401634734786265e-02 -1.476689644515087954e-02 -1.683055299872114260e-02 -1.618199096516445903e-02 -1.728451381747860352e-02
7.000000000000000666e-01 -8.463838489075467542e-02 -3.900390646958309948e-02 -3.376409029691991581e-02 -1.095851141574390349e-02 -1.457728854447732508e-02 -1.492817955798258697e-02 -1.609256054778162442e-02 -1.094065261145879889e-02 -1.140043388797030294e-02
8.000000000000000444e-01 6.301367655372587528e-02 -1.974104389279945221e-02 -5.771827948302123840e-02 8.274995891870617556e-04 -1.691035417055522516e-02 -3.185259642757831949e-03 -2.886604037784087570e-03 -5.124761701030290488e-03 -5.515178558119116815e-03
9.000000000000000222e-01 1.448291856116567244e-01 -1.962921031870324198e-02 -1.698382527820783972e-02 -5.648805696896925382e-03 7.985509671546721019e-03 -4.820523983259977080e-03 1.020858889026406233e-03 5.648495139921888217e-03 6.062842313774487006e-03
1.000000000000000000e+00 -9.975010040930411270e-02 -7.699709725748404843e-02 6.150801756432316969e-02 4.270172305951933783e-02 6.509519064536900199e-03 1.016005193875565461e-02 1.359358468674731930e-02 1.540104148001682910e-02 1.517402234780495726e-02
1.100000000000000089e+00 -1.935740737296711145e-01 -3.124294828898241394e-03 3.223230766908249251e-02 3.897179246172076394e-02 2.523523581752117051e-02 2.884106703993563267e-02 3.399367271125065121e-02 2.766398229677022660e-02 2.830469133611786953e-02
1.200000000000000178e+00 1.551068107390410344e-01 7.727084605057203681e-02 2.113759331028525201e-02 2.945662369651519050e-02 3.789136055991140783e-02 4.771698853167025828e-02 3.772217592129180341e-02 4.101750273414957182e-02 4.186227318810586961e-02
1.300000000000000044e+00 7.597485105270573857e-02 8.034667356126355686e-02 2.973942963324375729e-02 3.050693494448619703e-02 5.968833427678053166e-02 5.597427087173108273e-02 4.861062980989827587e-02 5.262480444561766502e-02 5.564094837863613197e-02
1.400000000000000133e+00 -7.009170910508233376e-03 -7.863583360438297643e-03 4.269765211180094611e-02 9.226268454701726240e-02 6.488795463010568754e-02 7.034350225016149094e-02 6.480107801159822045e-02 7.352498241927367395e-02 7.018819726469895104e-02
1.500000000000000000e+00 8.042663366112558221e-02 1.200857124835479905e-01 1.182629954918208992e-01 9.246057056054197976e-02 9.651450746242667966e-02 8.283357127502730122e-02 8.201939929584363409e-02 8.490132311621317873e-02 8.552093254218326446e-02
1.600000000000000089e+00 1.378623515209583261e-01 4.734088138658642392e-02 8.329182982855612427e-02 1.425349933197462282e-01 9.512421669663902180e-02 1.053047844195926785e-01 1.015031435895597661e-01 1.012201851890950216e-01 1.030363770044679800e-01
1.700000000000000178e+00 2.885350749538638793e-01 1.256058961820110953e-01 1.411626702275090295e-01 1.078444298462199746e-01 1.100084451054324231e-01 1.132965169582090259e-01 1.202464956437526850e-01 1.178703733231172973e-01 1.184345640234037156e-01
1.800000000000000044e+00 -1.671880838630382393e-02 1.032053222761541156e-01 1.209201348205923288e-01 1.347791719971366542e-01 1.281570460359065800e-01 1.374238791634360968e-01 1.294819067952486524e-01 1.282384529148713481e-01 1.330005970915495161e-01
1.900000000000000133e+00 3.123416043583272517e-01 1.119106041088819004e-01 1.118434167959304615e-01 1.318453562407587432e-01 1.588412864377214406e-01 1.501151145376180551e-01 1.493211885071118183e-01 1.474349406491615166e-01 1.494780674916715568e-01
2.000000000000000000e+00 3.764249922769437318e-02 1.721089286841544219e-01 1.217565695952863569e-01 1.503804142188132353e-01 1.613649305331667505e-01 1.591870732888147899e-01 1.592312979168960252e-01 1.605031004087006663e-01 1.602711867802302237e-01
2.100000000000000089e+00 2.349769706428363469e-01 2.860400711641430394e-01 1.147169315445755455e-01 2.302806095484115079e-01 1.773373929260554926e-01 1.555357147046909638e-01 1.713736787303635212e-01 1.724946110290223322e-01 1.731351980143706337e-01
2.200000000000000178e+00 2.516717611533465515e-01 2.001931088643611190e-01 1.925819599700860918e-01 1.673886164424750744e-01 1.814452252021198919e-01 1.810204815665418798e-01 1.862112827943442350e-01 1.855651158315423099e-01 1.854164558346334257e-01
2.300000000000000266e+00 1.473030615586259640e-01 1.536802554566813472e-01 1.896136972397705345e-01 1.800176001841685969e-01 1.931078238078260401e-01 1.908372333339737603e-01 1.982493807368538863e-01 1.940033630577875368e-01 1.925803484846932701e-01
2.400000000000000355e+00 9.641081327367627407e-02 2.501200527095689963e-01 1.935688276256355145e-01 2.274139350074937949e-01 2.008120313284693648e-01 2.021573928453841984e-01 2.039715654991088589e-01 2.007292477839340561e-01 2.013197154197578220e-01
2.500000000000000000e+00 1.166980941233216190e-01 1.320280227876307055e-01 2.149265120976738552e-01 2.291883587803006106e-01 2.035674899922815528e-01 1.995195041108520639e-01 2.060620629500245493e-01 2.070883376318839453e-01 2.055654658752815167e-01
2.600000000000000089e+00 2.621979537425894735e-01 1.740130791484175710e-01 2.003939374761651016e-01 2.222721294097111111e-01 2.194166773438551987e-01 2.141662412367568991e-01 2.132944040868596514e-01 2.076185983578283656e-01 2.090261350832938736e-01
2.700000000000000178e+00 1.439526979487734115e-01 2.946062144316767828e-01 2.205652170466499140e-01 2.389788361586524801e-01 2.105935207514620100e-01 2.114304252245083060e-01 2.139560403562942303e-01 2.068531613046493134e-01 2.110427653538151371e-01
2.800000000000000266e+00 2.886275029919813107e-01 1.995130241629207990e-01 1.883814752987191810e-01 2.237657010234964106e-01 2.266396426880624426e-01 2.162857557901956551e-01 2.098887549372075167e-01 2.066450816377743971e-01 2.068517442539933304e-01
2.900000000000000355e+00 2.921239537961805577e-01 9.301046763806686268e-02 1.998468203440314228e-01 2.022308152657065206e-01 1.874751400680225721e-01 2.057583663897573356e-01 2.001299697248432596e-01 2.052922509213747637e-01 2.028698637268833704e-01
3.000000000000000000e+00 2.552331544502557392e-01 2.029064842178014694e-01 2.012897559464748298e-01 2.136132937536570908e-01 1.910915690474831452e-01 1.929949012030189592e-01 1.957898671832141169e-01 1.958697522505388477e-01 1.966405917523515456e-01
3.100000000000000089e+00 2.160853255595407418e-01 2.383406752938411199e-01 1.859176312632682959e-01 1.808210165159472860e-01 1.777156452630045125e-01 1.915393974974636537e-01 1.835401066595943320e-01 1.833010914988474072e-01 1.838833683049307943e-01
3.200000000000000178e+00 1.597432028639158841e-01 1.732918250411432382e-01 2.322888768101408763e-01 1.837567955807864195e-01 1.736461557029565506e-01 1.795611591171821231e-01 1.725806088562311102e-01 1.714723446831440401e-01 1.719126446993087809e-01
3.300000000000000266e+00 -1.206425751489173526e-02 7.863428583359431678e-02 8.643136468969996045e-02 1.375575927974076462e-01 1.609399801612375613e-01 1.580273753736730902e-01 1.619349126584613274e-01 1.590362056586731021e-01 1.551744306543422491e-01
3.400000000000000355e+00 1.932712697898598675e-01 1.062584857264726457e-01 1.632079783880312773e-01 9.788763685182602647e-02 1.276167695010225478e-01 1.315433366527250514e-01 1.397863407339794140e-01 1.365502778411959439e-01 1.347525811071708934e-01
3.500000000000000000e+00 4.684663618571814625e-02 1.592259815593432548e-01 1.233359070364144494e-01 9.173406727136425298e-02 1.167235379277799939e-01 1.221148231948136764e-01 1.091174662743412405e-01 1.129805413690991439e-01 1.139757482419345019e-01
3.600000000000000089e+00 1.090046130494306403e-01 1.980566549292661627e-01 5.272240311185232009e-02 1.347137243091060810e-01 8.328789675532008441e-02 9.099934841139045716e-02 9.278567096938949987e-02 9.180035765532117142e-02 8.831276632408716076e-02
3.700000000000000178e+00 -2.639404685621271618e-02 1.047009929583275767e-01 9.517604732834029913e-02 3.221503051837421028e-02 6.370693983359390633e-02 5.325926297810547327e-02 5.646944626295218733e-02 6.124615560988765778e-02 6.204703724570398427e-02
3.800000000000000266e+00 1.419063622742969266e-01 -2.747850535106587111e-03 3.396220812695012470e-02 6.573261283629938667e-02 3.144143854404515132e-02 2.355293026557390978e-02 3.377414718750215705e-02 2.811728578042676716e-02 3.058995903579654271e-02
3.900000000000000355e+00 -1.529350472501191938e-01 1.910047848888745889e-02 2.188394608453678863e-02 -1.393817914980710268e-02 3.612179331551075741e-03 -1.390489330465189029e-03 -3.922161814495383862e-03 -4.373997291170398684e-03 -1.279521500566569792e-03
4.000000000000000000e+00 1.238781553256056156e-01 -2.511336685119303080e-02 -2.953078488897780199e-02 -4.769734421626278115e-02 -5.091379075211178301e-02 -3.965938805971758879e-02 -4.232396789950163690e-02 -3.856178105274744861e-02 -3.708646168998423753e-02
4.100000000000000533e+00 -1.015024940668237119e-01 -1.120212270457450060e-01 -5.468002859502769930e-02 -8.337269947798314762e-02 -7.795300055374816683e-02 -7.914064381049965013e-02 -8.073003767648843920e-02 -7.508857799687526646e-02 -7.607239424032194441e-02
4.200000000000000178e+00 -1.322914188460939389e-01 -1.899203003140707002e-01 -1.385528395163859172e-01 -1.032715585413016973e-01 -1.110945286432707957e-01 -1.181695546970048943e-01 -1.152742546394098094e-01 -1.141091340144987920e-01 -1.130231802691347431e-01
4.299999999999999822e+00 -8.637410933699972426e-02 -1.260287780877764607e-01 -1.874752981107149497e-01 -1.817453189009326509e-01 -1.506155074852824072e-01 -1.515769647512936191e-01 -1.552814712258244467e-01 -1.573236859328017156e-01 -1.562244833669140243e-01
